#Table1
plate,fiberid,mjd,z,zwarning,oiii_4363_flux,oiii_4363_flux_err,oiii_5007_flux,oiii_5007_flux_err,oiii_4959_flux,oiii_4959_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,nii_6548_flux,nii_6548_flux_err,nii_6584_flux,nii_6584_flux_err,oii_3729_flux,oii_3729_flux_err,oii_3726_flux,oii_3726_flux_err
2526,256,54582,0.1030224,0,27.09942,4.443915,469.4457,6.0867,142.269,4.670594,135.6423,4.198136,108.9514,3.991282,256.4736,2.339321,773.5836,7.055923,127.9955,8.114182,69.22248,8.003701
2527,262,54569,0.2291682,0,15.29654,3.041064,392.8259,4.791782,120.4018,3.587144,29.82246,3.664288,32.31314,3.954021,64.28455,1.669247,193.897,5.034828,41.98825,6.542245,91.76825,6.656374
2530,326,53881,0.2274784,0,35.56123,3.327212,3171.305,15.34832,1046.315,6.996425,307.4485,5.052748,299.5094,5.015372,246.5618,2.024478,743.6874,6.106287,287.4161,9.899479,359.8623,10.17084
2531,557,54572,0.1652013,0,11.26962,1.863359,209.587,3.182301,67.58768,2.143974,13.07983,1.69581,12.22562,1.715862,15.55992,0.6299472,46.93231,1.900064,32.16437,2.716174,36.71032,2.627543
2532,599,54589,0.09159148,0,52.68283,6.600799,847.1891,11.17247,237.1269,7.5418,101.3773,5.986513,87.8172,5.733269,198.2516,3.728539,597.9725,11.24612,141.2265,10.59898,84.77361,10.41675
340,485,51990,0.08373255,0,130.6126,7.062435,1228.472,12.68155,335.2006,8.170469,88.43127,6.355411,101.1236,5.901465,355.1236,5.015992,1071.135,15.12937,131.9104,12.21487,121.0332,12.10389
407,198,51820,0.1337693,0,27.88268,3.584363,502.1822,6.209926,154.0007,4.381754,98.69056,4.930234,70.51942,4.999043,140.7684,1.961075,424.59,5.915049,215.3468,9.103949,61.3794,8.710958
604,90,52079,0.1161843,0,67.04627,6.672398,1987.056,19.4884,614.809,11.12932,128.726,6.981935,117.3008,6.735424,183.287,4.555233,552.836,13.73962,434.291,15.02045,430.0996,15.01558
956,109,52401,0.1057908,0,20.68037,4.044802,227.5315,5.484431,62.26613,4.238151,56.03648,3.609581,51.53038,3.766288,77.3175,2.416281,233.2074,7.288054,66.06625,9.209137,109.051,9.286721
1018,452,52672,0.09002344,0,57.2708,4.579271,860.7986,8.862425,262.4677,5.748167,75.97649,5.234052,80.76121,5.241838,155.0184,2.493977,467.5714,7.522402,121.91,9.764495,140.5998,9.790848
1166,424,52751,0.05620557,0,82.28622,5.535981,693.4707,8.901797,212.1691,6.112884,192.4212,5.366472,135.4077,4.978568,194.9801,3.420976,588.1049,10.31844,135.4416,13.55923,324.4734,13.71986
1330,551,52822,0.3302634,0,43.94823,3.579465,1458.63,10.52887,456.2278,5.256253,35.77927,5.480096,38.79804,7.096009,109.072,2.972273,328.9864,8.965052,113.5196,5.172477,130.9684,5.214524
1773,226,53112,0.1520422,0,27.94195,1.950761,1232.528,9.596546,404.7256,4.770017,67.71208,2.143325,57.50148,4.156265,51.72286,0.8238361,156.0081,2.484877,108.3724,4.164378,144.6236,4.267816
1773,507,53112,0.3592942,0,14.31453,2.561057,559.8551,4.367678,169.9054,2.563815,29.09973,4.819027,31.57581,5.391745,55.84433,2.179464,168.4394,6.57376,72.7884,3.656628,30.97503,3.558681
1842,379,53501,0.1249678,0,9.189795,1.704867,248.3575,3.764352,72.95524,5.552597,18.04348,1.7881,15.51781,2.734569,26.91628,0.6989143,81.18571,2.108084,48.49963,2.698229,45.81428,2.708475
2116,520,53854,0.2972019,0,13.8448,2.537359,179.2995,3.036016,52.35724,2.146547,53.6437,3.952781,36.59589,3.763488,78.90224,1.595777,237.9874,4.813227,47.31596,3.59003,27.30962,3.509968
348,274,51671,0.07038988,0,64.11584,3.28618,2043.446,11.33115,682.5754,6.129197,132.4722,3.316875,135.544,3.311741,180.5835,1.482557,544.6814,4.47173,90.58195,6.924415,128.3662,7.100862
465,294,51910,0.08872492,0,80.78434,3.501155,2561.479,16.30329,863.9188,7.380347,143.9726,3.128007,121.221,3.043816,122.8812,1.275262,370.638,3.846481,273.5333,9.651621,228.9162,9.047132
465,548,51910,0.03877094,0,90.62039,4.05184,1048.243,8.158128,337.4828,4.978541,81.79667,3.03435,73.26019,2.856642,115.2619,1.738853,347.6564,5.244776,152.0742,9.974797,95.46378,10.37752
532,497,51993,0.3094858,0,22.19145,3.563443,1031.145,7.81165,334.0662,4.247569,53.84285,6.784452,53.46694,5.666514,55.46488,2.571796,167.2949,7.757122,118.9495,7.141665,173.801,7.238269
533,150,51994,0.05400938,0,68.89074,6.345348,715.6736,10.2415,203.5483,7.584906,164.2888,7.922551,159.5063,7.889511,323.9933,4.836292,977.2386,14.58736,157.6987,16.39366,198.1531,16.96127
948,122,52428,0.2303443,0,30.70417,2.562286,1247.48,9.243691,420.7975,4.527873,73.20425,3.276088,61.52116,4.827741,49.78968,1.174236,150.1772,3.541763,118.4434,6.442406,183.0222,6.30631
1011,181,52652,0.06778385,0,28.14209,4.782641,437.3612,7.431429,134.903,5.421072,43.19607,4.027144,42.22114,4.026043,95.40459,2.316311,287.7623,6.98652,42.02608,8.140665,64.31232,8.217482
1158,359,52668,0.1626487,0,33.45863,5.773052,1336.954,13.61704,367.6201,8.895384,118.1868,9.82639,111.7148,9.75053,364.0301,5.252437,1097.999,15.84254,73.65188,14.46333,143.719,14.63114
1159,219,52669,0.1216335,0,21.20126,3.510379,1001.692,9.541431,324.7442,5.671504,75.76527,3.821797,56.93072,3.340128,99.54144,1.666817,300.24,5.027501,104.6778,8.356261,77.69423,8.109048
1159,225,52669,0.1502219,0,9.834671,1.70836,252.0788,4.157248,81.12112,2.805654,17.92328,2.047148,13.81074,1.590626,28.70719,0.8632293,86.58751,2.603696,56.15535,3.208888,41.03692,2.941921
1322,419,52791,0.04045223,0,44.03975,4.693614,938.8798,11.18301,292.9745,6.483683,193.3939,4.979867,140.7683,4.49074,103.8932,2.293382,313.3659,6.917363,511.0108,13.21515,480.3827,13.0621
1390,208,53142,0.08831286,0,89.65505,4.380991,1657.995,13.14486,513.4734,7.015827,147.8275,4.54711,153.2279,4.436725,220.2914,3.060186,664.4498,9.230217,243.163,11.04949,221.9225,11.0085
1390,565,53142,0.1767942,0,31.10986,2.611844,1443.969,11.28759,473.3874,6.280051,88.94942,3.583066,56.65803,4.266659,84.83073,1.748479,255.8691,5.273811,158.6096,4.844872,123.0133,4.642854
1391,93,52817,0.09029632,0,274.2517,9.057302,1711.012,17.1372,491.0445,10.23373,60.23034,6.674254,64.18924,7.016086,415.5944,6.874627,1253.529,20.73544,191.5895,21.79389,172.8783,21.76029
1632,500,52996,0.3481401,0,22.96434,2.00814,1093.069,4.90355,363.051,2.489243,67.94579,4.452018,70.06752,3.969943,59.57523,1.37074,179.6926,4.134463,96.82455,2.95504,85.92222,2.869735
1700,506,53502,0.09246644,0,118.5545,5.73028,1902.171,17.15238,613.9915,9.352724,101.1398,5.596635,98.48809,5.12767,314.9419,4.810528,949.9373,14.50965,133.4972,10.31125,215.49,10.71836
1701,200,53142,0.1263564,0,121.3504,5.931514,2206.842,17.91072,681.1808,10.04257,108.1987,5.153676,100.6029,5.074322,324.4227,4.886111,978.5339,14.73762,242.3852,12.84343,196.9464,12.75795
1768,237,53442,0.2594952,0,30.11142,3.895668,571.1797,6.375605,142.0512,4.152966,33.35339,5.778542,23.84881,4.313209,139.256,3.240708,420.0282,9.774713,40.1309,6.667236,36.25833,6.755672
1768,290,53442,0.09895116,0,18.44921,3.562138,434.3702,6.319849,135.4393,4.62858,35.41128,3.263371,39.15696,3.576488,79.16318,1.758032,238.7744,5.302625,58.50462,6.747651,48.99715,6.71824
1830,156,54560,0.09305653,0,24.71701,3.696329,648.4324,7.746043,176.5003,4.663558,98.99084,3.465122,81.14445,3.266032,105.9436,2.186369,319.5504,6.594586,150.7774,8.346975,112.0143,8.307551
1830,553,54560,0.09245619,0,34.09388,5.189536,857.7139,9.975328,257.7502,6.6472,98.74606,5.605581,110.6096,5.402033,215.4302,2.91078,649.7872,8.779573,87.48875,11.44701,131.5017,11.57627
311,443,51665,0.07209635,0,60.75351,4.218421,1075.897,9.990108,323.2045,5.747533,89.45795,3.718375,77.46858,3.518208,152.853,2.534354,461.04,7.644187,102.678,7.951931,92.31662,7.892864
497,613,51989,0.1723913,0,15.78936,3.053334,481.831,6.500326,140.554,4.889634,36.86922,4.754831,48.70381,4.948792,68.94996,2.020075,207.969,6.093006,106.7745,7.074565,41.23349,7.102168
498,37,51984,0.1478245,0,23.49741,3.337981,877.0599,7.975072,261.9753,5.322951,87.80373,4.466114,88.42471,4.181197,130.0868,1.898294,392.3719,5.725688,91.28938,7.435711,97.84835,7.501447
498,72,51984,0.1988256,0,11.51201,1.982213,457.7437,4.2513,147.6723,2.938799,32.96729,2.552217,30.17834,2.159609,52.53383,1.206438,158.4542,3.638893,61.1954,3.564797,74.56165,3.605114
498,321,51984,0.1969083,0,25.79603,2.868289,381.9645,5.615753,88.54274,4.635119,29.15313,2.455499,15.7804,2.721648,52.64099,1.573596,158.7774,4.746325,54.15726,4.424784,46.50201,4.410837
567,387,52252,0.2077811,0,24.08066,3.103014,449.9486,4.95328,128.6797,3.587617,26.33775,2.970168,32.28777,2.952424,68.7615,1.684098,207.4006,5.079623,42.38902,5.393956,47.91488,5.355807
568,14,52254,0.09663435,0,29.11576,4.935953,1790.813,14.28983,591.6434,8.273426,257.2305,6.492983,260.8531,6.036077,299.8414,2.790583,904.391,8.417032,214.3292,11.56837,203.7942,11.79702
631,325,52079,0.1289164,0,132.0356,5.830119,5710.629,40.45295,1904.653,17.21906,329.3372,6.249796,228.7824,8.160725,353.95,3.423482,1067.595,10.326,594.2509,13.95289,657.6746,14.10017
768,73,52281,0.1640787,0,15.28208,2.96314,165.0453,4.961634,47.07327,4.157478,26.31407,5.027907,22.78839,3.502365,69.22063,1.635941,208.7854,4.934371,34.55823,5.166634,31.15821,5.072029
768,390,52281,0.1513117,0,11.25831,2.023788,505.2562,5.991886,167.1472,3.671717,41.60061,2.343238,31.18608,3.845987,71.56952,1.153614,215.8702,3.479561,79.05986,3.096093,65.56387,2.978201
837,89,52642,0.2368474,0,57.49778,3.591976,1314.92,9.641745,399.1802,5.021875,95.51552,5.789848,99.0049,4.576347,171.1149,2.392756,516.1221,7.217098,150.7371,9.600477,307.9504,10.01867
837,259,52642,0.1788215,0,24.08716,3.181951,470.2562,6.294969,159.264,4.998454,47.3463,6.357948,30.67308,3.333881,36.25528,1.478513,109.3543,4.45953,76.58044,5.161413,47.8018,5.121868
1036,148,52582,0.2088531,0,7.963608,1.437513,249.2726,2.615132,77.85622,1.941591,13.45793,1.719129,14.25925,1.807288,19.60858,0.681842,59.14401,2.056591,15.48555,2.11064,18.56946,2.074058
1651,620,53442,0.03571216,0,64.56744,9.248296,1221.674,17.60816,318.2986,11.76016,248.6573,12.61956,249.0407,12.66342,532.6298,8.855057,1606.535,26.70887,212.1894,13.7039,200.5881,13.81297
1715,537,54212,0.1645978,0,38.96302,3.171078,2878.493,17.06372,942.174,8.654773,215.6076,5.293154,198.4999,4.716481,168.0728,1.972767,506.9465,5.950314,169.957,9.253499,311.5257,9.607711
308,115,51662,0.138599,0,17.93208,2.936709,312.775,5.085711,92.17076,3.51171,48.59875,3.282223,37.02615,3.079118,66.63541,1.321805,200.9878,3.986865,58.61946,5.222158,41.52953,5.095062
308,296,51662,0.2915081,0,13.75798,2.411153,482.5755,4.252225,148.2681,2.492095,31.50974,4.290535,30.32838,3.474812,49.111,1.57118,148.1301,4.739036,54.89329,3.791547,80.34194,3.782337
308,546,51662,0.08045062,0,17.64626,2.871623,493.2704,5.770858,146.5592,3.650348,58.77696,2.748262,46.72017,3.524409,80.41711,1.673917,242.5566,5.048914,86.91764,4.966847,70.47688,4.934099
496,172,51988,0.2235714,0,34.9709,3.548507,2118.734,13.32424,687.6455,6.722046,229.8543,5.759201,216.6575,5.778316,239.7886,2.622953,723.2578,7.911424,247.2896,11.39415,332.3922,11.26369
565,466,52225,0.1240456,0,19.00237,3.654178,332.7229,5.722745,88.70226,5.81315,78.38595,4.00291,70.97247,4.026769,156.0208,2.30053,470.5948,6.938921,134.949,7.383644,79.75015,7.274818
1712,440,53531,0.1593742,0,16.66133,2.982114,299.9165,6.715084,92.73773,4.321119,43.22737,3.993534,39.80746,3.745986,86.56198,2.385061,261.0909,7.193886,83.16157,5.200707,72.08443,5.217766
1777,357,53857,0.154059,0,22.86611,3.938984,2585.631,17.39181,819.1955,9.184429,238.012,7.484354,302.7533,6.569464,480.9863,3.976303,1450.766,11.99343,299.6201,12.37347,205.422,11.9239
1777,612,53857,0.2141182,0,17.25855,2.950455,306.9626,4.353291,77.32777,3.101117,21.90738,2.987288,17.26748,3.073873,77.40599,2.019257,233.4743,6.090538,54.37544,5.052279,31.01292,4.893767
1778,119,53883,0.1289681,0,70.15417,2.868028,957.2346,8.641782,297.5143,4.716868,51.95157,2.706125,39.82383,4.120545,138.7341,2.344954,418.4542,7.072917,113.4204,5.601635,65.45689,5.370025
1980,620,53433,0.08604715,0,30.69385,3.302916,548.4531,6.342992,164.9626,4.244702,57.75137,3.565461,48.95543,3.862527,105.6325,1.993456,318.6121,6.012716,81.45636,5.523778,36.11797,5.676294
2570,138,54081,0.05326737,0,111.2297,7.682174,2728.964,19.26533,824.1466,11.52213,702.7398,11.82686,616.0042,11.30297,923.2004,7.264254,2784.586,21.91064,889.2884,22.38758,897.6534,22.72004
564,325,52224,0.2740355,0,10.51654,1.806342,863.3666,4.443578,271.0721,2.396547,71.85194,2.794694,66.85294,2.635859,47.6317,1.122155,143.6682,3.384675,119.3433,3.378589,78.9547,3.053573
564,431,52224,0.0638359,0,10.91461,2.006024,490.3389,3.952905,166.0736,2.555727,70.17039,1.76599,56.58034,1.696847,75.747,0.785686,228.4705,2.369808,84.45112,3.147778,78.54742,3.28581
564,508,52224,0.1068865,0,80.10294,3.314297,1374.552,8.180585,413.8181,4.815029,69.2682,3.142316,65.01565,2.904603,175.6194,2.064123,529.7086,6.225866,147.383,5.855174,123.851,5.870869
769,79,54530,0.206963,0,55.30342,2.613968,1198.666,7.039726,392.9807,4.198503,65.5004,3.134598,65.24894,2.922392,148.4556,2.113987,447.7763,6.376267,185.9942,5.668319,123.3588,5.397837
769,298,54530,0.08548771,0,31.21173,2.544404,641.2318,6.043496,196.7895,3.432935,33.92197,2.217243,30.24842,2.255124,27.42648,1.009935,82.72461,3.046194,111.2531,5.680582,84.107,5.26897
911,119,52426,0.1116928,0,25.56462,4.310203,384.8884,6.716446,112.8906,4.523716,42.26915,3.265605,32.2571,3.32447,57.08152,1.640819,172.171,4.949083,114.5688,7.604379,53.92629,7.317113
911,283,52426,0.08525516,0,45.94438,3.913656,1057.611,9.896996,349.5575,5.875517,62.60347,4.239239,50.76746,4.088073,65.5605,1.423064,197.7456,4.292285,78.475,10.09674,74.99786,10.08919
911,333,52426,0.1513289,0,50.70811,3.86464,1247.371,11.46554,384.5882,6.655585,68.39975,4.635702,62.32018,6.25774,79.20895,2.109504,238.9125,6.362745,136.0902,8.799277,157.5968,8.947402
975,192,52411,0.2107578,0,14.07185,2.189052,524.4218,5.789265,166.4097,3.188124,32.38857,2.188907,22.48267,2.183243,34.75586,0.9509032,104.8317,2.86814,98.00212,4.592607,76.62411,4.500729
975,426,52411,0.2268774,0,42.78517,5.33727,678.3699,8.061193,172.5309,5.328091,55.44706,4.990146,52.79793,4.946477,156.2922,3.005475,471.4134,9.065197,109.2166,11.21671,56.62476,10.86482
1278,378,52735,0.2270822,0,16.44083,2.689779,1624.578,11.2462,530.4025,5.456094,112.1174,4.041731,101.7014,3.88384,116.6189,1.625304,351.7496,4.902286,91.16,5.604895,164.34,5.850763
1414,471,53135,0.2374644,0,56.17817,3.319877,1053.333,7.931244,322.4481,4.411279,23.3859,4.008282,22.23461,3.144148,70.95838,1.701188,214.0269,5.13117,70.83369,5.560628,37.08837,5.496749
1718,494,53850,0.1128065,0,34.86432,3.314892,1188.49,11.50328,358.0746,5.310141,213.102,4.129676,162.3208,3.498158,268.5691,2.534792,810.0664,7.64551,395.4877,8.531256,259.4864,7.85251
1718,526,53850,0.09897314,0,16.2436,3.214956,351.2683,5.137957,106.4577,3.820283,73.27155,3.511489,59.26221,3.790577,120.1268,1.847955,362.33,5.573853,71.98805,6.460257,80.96352,6.490199
1785,137,54439,0.142299,0,17.77139,2.723919,520.0588,6.257499,169.4394,3.970704,52.58637,2.703016,45.72306,2.659519,80.41071,1.390523,242.5373,4.194134,53.51434,4.712088,46.05464,4.631675
1849,437,53846,0.08684899,0,76.96717,4.103216,929.0905,8.735761,290.1855,5.334503,41.90664,3.53037,38.62009,3.80227,130.1926,2.378685,392.6909,7.174654,88.66074,7.716781,50.79622,7.839554
1992,577,53466,0.06838022,0,48.4299,5.092651,1374.544,12.08911,423.4535,7.41714,114.6242,5.626115,109.4082,5.564878,286.4261,3.558991,863.9274,10.73473,199.9596,12.2973,160.5649,12.11004
2124,233,53770,0.1298672,0,25.39902,3.288604,1160.626,9.849379,380.0188,5.751877,75.69486,3.675206,80.04625,6.185995,90.88397,1.546379,274.127,4.664233,61.86964,7.676682,86.12167,7.680585
2124,568,53770,0.06808099,0,22.82163,2.939178,613.6818,7.208694,189.5198,4.30321,89.06612,3.199039,72.39687,3.0439,118.8278,2.146122,358.412,6.473194,93.66087,5.240872,52.75555,4.911216
2575,245,54085,0.2735199,0,60.3028,5.807356,1165.997,11.21101,305.9468,7.058013,63.55367,6.595196,66.6461,6.27277,94.06259,4.085644,283.7145,12.32323,172.8961,10.31667,108.5479,10.06002
2575,582,54085,0.1388606,0,23.3639,3.364885,875.9294,8.366852,280.244,5.200602,185.2329,5.126916,146.4934,4.699734,128.2287,1.886502,386.7675,5.69012,155.9255,10.22758,464.8369,10.98561
2576,95,54086,0.2202278,0,103.7873,3.906175,2543.979,14.50357,797.4322,6.82166,58.54245,4.644597,61.30449,4.18614,172.3817,2.615051,519.943,7.887588,246.7251,10.07072,153.6089,9.931
638,580,52081,0.1304367,0,27.32161,5.206039,527.1732,7.957319,143.6871,5.870625,195.6819,5.784729,142.5838,8.079773,337.5747,2.995388,1018.203,9.034772,177.7242,11.13296,58.95755,10.58386
639,179,52146,0.26011,0,46.47968,4.650043,765.6294,9.336828,241.1432,5.326938,62.2416,7.551835,39.64016,5.151736,84.91306,4.29538,256.1174,12.95584,116.8035,9.320124,98.69316,9.411021
772,170,52375,0.1167867,0,47.09689,3.697279,973.9434,9.258885,301.0617,5.478076,78.82483,3.15646,77.82869,3.298562,142.0423,1.888394,428.4324,5.695827,92.71825,8.598777,178.7433,8.956104
1347,446,52823,0.2149628,0,19.16622,2.30096,310.4273,4.247224,98.1792,2.948468,22.88921,2.807475,21.97863,2.979011,34.82256,1.22064,105.0329,3.681729,32.29327,3.509528,38.71035,3.280639
1417,332,53141,0.1633669,0,12.42815,2.444527,399.2854,6.152394,125.7672,4.011241,25.3057,2.58386,25.52984,2.343953,39.20534,1.089126,118.2524,3.285052,43.94965,4.209011,44.3462,4.250328
1657,144,53520,0.1001256,0,157.5821,5.764635,2366.528,17.21766,730.8129,8.939828,137.5011,4.62258,145.3549,4.840661,417.9035,5.113056,1260.493,15.42214,166.9364,11.56121,132.2239,11.22511
1657,188,53520,0.294273,0,136.6637,5.327718,3171.88,16.79541,955.6971,8.1719,64.13896,6.034309,84.15816,5.983319,195.1807,3.739893,588.7101,11.28037,184.3441,11.65399,134.0538,11.66853
1719,494,53876,0.3561653,0,18.10435,3.322182,243.4814,3.709083,55.17034,2.624819,50.42381,5.527971,37.45354,5.447091,113.4242,2.778889,342.1137,8.381762,120.5205,5.882718,36.24468,5.527475
1783,491,53386,0.2830327,0,21.14678,2.340099,341.4771,3.64646,99.47237,2.49722,18.93076,2.959886,19.74846,3.495841,50.55569,1.478225,152.4876,4.458663,31.72272,3.604175,34.37703,3.649767
1846,226,54173,0.07594651,0,48.70998,6.191703,4727.764,29.9071,1588.489,15.21119,612.9226,11.43315,472.8804,11.347,674.0685,5.891822,2033.146,17.77108,322.4052,16.75828,656.9216,17.73885
1846,414,54173,0.1261915,0,23.89176,3.577497,373.2538,6.203164,114.2718,4.501212,46.06866,3.604279,47.99574,3.587114,75.7522,1.885649,228.4861,5.687546,52.95375,5.416265,59.07761,5.514518
2583,441,54095,0.1378382,0,54.21045,2.752038,890.0135,7.149733,277.6711,4.245205,29.40824,3.542834,27.68965,3.175524,99.868,2.223839,301.2249,6.707605,65.89564,4.249911,61.09402,4.010899
2583,476,54095,0.2680578,0,13.32548,2.558837,263.7852,3.251578,71.61932,2.734784,29.41495,3.408077,25.69122,3.514861,64.08038,4.215847,193.2812,12.71595,36.08199,3.833413,39.63818,3.854167
2585,197,54097,0.2829038,0,28.89454,2.603376,1019.085,7.613692,322.9717,4.15837,66.77145,3.942922,57.47155,4.383667,66.96891,1.571386,201.9937,4.739656,105.3115,5.00991,90.92151,4.707672
2587,219,54138,0.1412475,0,16.187,2.745598,594.4955,5.635123,188.7801,3.566027,33.40511,2.273715,36.4623,2.205103,80.3496,1.427397,242.353,4.305354,52.63811,5.443718,46.45336,5.336079
503,181,51999,0.1884588,0,43.69827,3.437642,802.1897,6.132228,231.1322,5.561906,28.24203,3.911434,28.15104,3.547733,103.9665,2.144064,313.587,6.466986,104.0661,7.190222,58.95334,7.20577
503,585,51999,0.06992867,0,13.29855,2.112737,276.8313,3.60332,84.27225,2.40142,30.89368,1.583172,25.69259,1.585654,22.31043,0.5951044,67.29341,1.79497,49.34303,3.860479,51.45824,3.775568
572,174,52289,0.1508935,0,28.06443,3.803455,605.3924,7.319249,151.6492,5.00909,54.23373,4.300913,67.75748,4.850565,162.6004,2.489587,490.4402,7.509162,86.23174,8.400127,44.54634,8.350092
1044,195,52468,0.1658931,0,12.9582,2.25644,169.1436,3.852167,62.79463,3.068487,21.88921,2.273189,20.76627,2.807678,37.67808,1.248026,113.6458,3.764329,35.69801,4.200815,28.9592,4.126641
1592,44,52990,0.1621931,0,15.96874,3.165495,892.405,7.582165,258.2451,4.805582,144.6717,4.487057,96.82193,4.918336,148.8722,1.877718,449.033,5.663626,69.94005,7.935963,153.3078,8.035324
1787,580,54465,0.05233598,0,59.2319,3.824965,700.686,7.229751,221.9808,4.42141,45.47427,2.753063,41.58933,2.755908,37.84514,1.614934,114.1497,4.871008,111.3727,9.800371,55.20791,9.505717
1851,627,53524,0.08764245,0,85.64581,7.145315,1664.555,17.95366,505.8151,10.13476,124.1371,6.564995,127.3251,6.590793,272.8528,4.575631,822.9871,13.80114,124.5273,12.2689,157.1779,12.30572
1923,379,53319,0.1219638,0,15.43154,2.955364,193.201,4.048581,57.03557,3.284391,39.32475,2.992799,25.25019,2.787374,78.29005,1.761619,236.1409,5.313444,53.38411,5.362994,34.32743,5.270722
2127,98,53859,0.1837709,0,31.24985,4.145508,1054.036,8.926868,334.9281,6.649648,130.3094,5.104968,168.4566,6.320116,300.5317,2.852947,906.473,8.605136,341.3801,12.0487,235.4997,11.65183
2588,542,54174,0.1433991,0,72.53924,3.536023,1470.073,13.2715,472.191,6.748234,63.8022,3.211035,50.01519,3.157916,106.9871,2.000521,322.6979,6.034026,147.0059,5.592162,93.13049,5.245981
